국가별,항목,단위,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
이탈리아,태양열,,13,14,15,16,17,18,19,21,24,29,31,35,38,193,676,1906,10796,18862,21589,22306,22942,22104,24377.711,22653.838,23688.9,24941.504,25038.99,
이탈리아,기타,,3805,4107,4592,4941,5060,5491,5328,5431,6229,6387,6440,6554,6590,6436,5945,6153,6462,6343,6412,6577,6780,7025,6862.152,6706.586,6724.718,6527.597,6492.637,
코소보,전체,,,,,,,2957,3740,3715,3630,4082,4458,4434,4835,5162,4976,5168,5801,5943,6525,5436,6119,5981,5918.336,5915.211,6348.268,6712.709,6891.852,
코소보,가연성 연료,,,,,,,2905,3688,3663,3578,3969,4346,4333,4741,5086,4856,5011,5696,5847,6382,5285,5979,5736,5738.127,5610.775,6036.575,6347.663,6452.539,
코소보,수력,,,,,,,52,52,52,52,113,112,101,94,76,120,156,105,96,143,151,140,245,179.068,272.652,210.495,262.8,296.962,
코소보,풍력,,,,,,,,,,,,,,,,,1,0,,,,,,0.345,29.753,90.649,90.3,126.316,
코소보,태양열,,,,,,,,,,,,,,,,,,,,,,,,0.796,2.031,10.549,11.946,16.035,
라트비아,전체,,3979,3129,4506,5797,4110,4136,4280,3975,3975,4689,4906,4891,4771,5274,5569,6627,6094,6167,6209,5139,5533,6425,7531.189,6724.875,6438.385,5724.845,5846.221,4997.085
라트비아,가연성 연료,,1042,1265,1551,1479,1350,1313,1444,1500,1661,1531,1533,2147,1985,2106,2062,3058,3136,2346,3177,3006,3526,3767,3000.129,4169.995,4173.695,2940.115,2990.192,2015.803
라트비아,수력,,2937,1863,2953,4316,2757,2819,2833,2464,2266,3109,3326,2698,2733,3109,3457,3520,2887,3707,2912,1994,1860,2530,4380.62,2431.569,2107.554,2603.041,2707.796,2749.823
라트비아,풍력,,,1,2,2,2,4,3,11,48,49,47,46,53,59,50,49,71,114,120,139,147,128,150,122.038,153.999,176.842,141.436,190.183
라트비아,태양열,,,,,,,,,,,,,,,,,,,,,,,,0.44,1.273,3.137,4.847,6.797,41.276
라트비아,기타,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
리투아니아,전체,,13899,16789,14862,17631,13536,11425,14737,17721,19488,19274,14784,12482,14007,13913,15358,5749,4822,5043,4762,4397,4933,4266,4187.2,3511.1,3971.6,5517.5,5078.6,
리투아니아,가연성 연료,,1296,1939,2024,3130,2752,2271,2606,2660,2852,3058,3425,2818,2879,2662,2938,3980,3034,3337,2808,2354,2761,1750,1323.8,1089.2,1210.4,2550.3,2239.7,
리투아니아,수력,,752,874,770,895,862,644,701,781,985,943,820,802,958,988,1139,1295,1056,937,1069,1088,1024,1044,1181.4,959.6,947.7,1080.1,1093.9,
리투아니아,원자력,,11822,13942,12024,13554,9862,8419,11362,14142,15484,15102,10337,8651,9833,9894,10852,,,,,,,,,,,,,
리투아니아,풍력,,,,,,0,0,0,0,0,1,2,14,106,131,158,224,475,540,603,639,810,1136,1363.8,1144,1499.4,1551.7,1361.7,
리투아니아,태양열,,,,,,,,,,,,,,,,,,,2,45,73,73,66,68,86.6,91.1,128.8,190.8,
리투아니아,기타,,29,34,44,52,60,91,68,138,167,170,200,197,231,238,271,250,257,227,237,243,265,270,250.2,231.7,223,206.6,192.5,
룩셈부르크,전체,,1230,1256,1260,1295,1022,1168,1620,3697,3621,4131,4131,4335,4003,3559,3878,4591,3716,3818,2888,2966,2766,2196,2235.141,2199.688,1908.422,2234.264,2211.076,
룩셈부르크,가연성 연료,,399,380,320,240,257,272,725,2685,2683,3229,3183,3339,2999,2513,2962,3047,2496,2543,1573,1622,1030,467,469.888,489.625,547.463,627.794,631.803,
룩셈부르크,수력,,831,876,937,1044,747,871,871,988,911,854,878,917,919,965,833,1468,1130,1160,1158,1169,1530,1528,1421.967,1336.763,949.291,1094.074,1084.772,
룩셈부르크,풍력,,,,3,11,18,25,24,24,26,39,52,58,64,61,63,55,64,77,83,80,102,101,234.823,254.575,281.283,351.135,314.313,
룩셈부르크,태양열,,,,,,,,,,1,9,18,21,21,20,20,21,26,38,74,95,104,100,108.463,118.725,130.385,161.261,180.188,
북마케도니아,전체,,6132,6641,6733,7048,6863,6811,6362,6091,6738,6667,6945,7006,6498,6311,6828,7260,6758.923,6261.655,6094.072,5373.691,5646.143,5629.504,5600.188,5869.769,5869.769,5347.099,5531.508,5933.458
북마케도니아,가연성 연료,,5331,5791,5833,5965,5474,5641,5736,5334,5364,5185,5453,5356,5488,5471,5558,4829,5324.63,5218.052,4501.055,4082.025,3637.584,3598.978,4355.679,4581.064,4581.064,3928.909,3925.55,4388.598
북마케도니아,수력,,801,850,900,1083,1389,1170,626,757,1374,1482,1492,1650,1010,840,1270,2431,1433.12,1040.767,1583.966,1206.651,1865.192,1897.344,1110.278,1163.673,1163.673,1277.144,1451.623,1345.316
북마케도니아,풍력,,,,,,,,,,,,,,,,,,,,,70.632,120.768,109.483,110.48,101.807,101.807,116.884,103.336,107.656
북마케도니아,태양열,,,,,,,,,,,,,,,,,,1.173,2.836,9.051,14.383,22.599,23.699,23.751,23.225,23.225,24.162,50.999,91.888
몰타,전체,,1632,1658,1686,1721,1854,1917,1943,2052,2236,2216,2240,2261,2296,2312,2168,2116,2179,2294,2251,2245,1305,857,1651.778,1962.48,2059.829,2143.076,2215.055,
몰타,가연성 연료,,1632,1658,1686,1721,1854,1917,1943,2052,2236,2216,2240,2261,2296,2312,2168,2115,2174,2277,2222,2177,1210,729,1489.459,1772.441,1864.385,1906.152,1959.051,
몰타,풍력,,,,,,,,,,,,,,,,,,,,,,,,0.058,0.058,0.058,0.058,0.058,
몰타,태양열,,,,,,,,,,,,,,,,,1,5,17,29,68,95,128,162.261,189.981,195.386,236.866,255.946,
몰도바,전체,,6068,6117,5274,1246,1146,917,1272,1190,1046,1022,1229,1192,1100,1096,1033,1064,1016,932,905,963,939,906,896,954,941,983,1131,995
몰도바,가연성 연료,,5744,5751,4892,1162,1055,859,1199,1069,982,963,1144,1115,1067,1014,978,985,940,898,859,902,885,862,839,884,830,881,976,761
몰도바,수력,,324,366,382,84,91,58,73,121,64,59,85,77,33,82,55,79,76,34,45,59,50,39,48,44,65,47,68,41
몰도바,풍력,,,,,,,,,,,,,,,,,,,0,1,1,2,3,7,23,43,51,77,140
몰도바,태양열,,,,,,,,,,,,,,,,,,,,,1,2,2,2,3,3,4,10,53
네덜란드,전체,,81157,85423,86523,91115,86720,89631,93663,95981,96818,101214,99921,98833,105165,107552,113692,119270,113963,103234,101630,103359,110209,115156,117191.735,114264.213,121355.387,123286.94,122131.894,
네덜란드,가연성 연료,,76446,80508,83309,86333,81970,84479,88491,90765,91161,95189,93472,92340,97208,98834,104590,110992,104412,93896,92465,92488,95973,99996,99411.188,95829.748,99916.76,94794.986,88193.584,
네덜란드,수력,,88,80,92,112,90,142,117,110,72,95,88,106,107,102,98,105,57,104,114,112,93,100,60.757,72.348,74.182,46.066,88.143,
네덜란드,원자력,,4018,4160,2408,3814,3832,3926,3976,3915,4018,3822,3997,3469,4200,4169,4248,3969,4141,3915,2891,4091,4078,3960,3402.478,3514.77,3909.748,4087.363,3827.956,
네덜란드,풍력,,317,437,475,640,645,829,825,947,1320,1871,2067,2735,3438,4260,4581,3994,5101,4981,5627,5797,7550,8170,10568.813,10548.511,11507.927,15277.726,18004.853,
네덜란드,태양열,,2,2,3,4,5,8,12,17,26,34,35,36,37,39,45,56,104,191,410,726,1108,1602,2204.346,3707.792,5399.405,8568.31,11495.464,
네덜란드,기타,,286,236,236,212,178,247,242,227,221,203,262,147,175,148,130,154,148,147,123,145,1407,1328,1544.153,591.044,547.365,512.489,521.894,
노르웨이,전체,,123199,104984,111657,117008,122717,142982,121890,130705,107273,110617,138009,121582,137192,142134,131773,123631,127539,147663,134072,141970,144546,149042,149480,147097.186,134906.599,155249.094,157966.303,
노르웨이,가연성 연료,,586,702,590,604,675,578,675,669,887,957,912,1086,1389,1070,4644,5474,4645,3275,3238,3255,3247,3201,3190,3169.426,3011.228,2440.733,1300.764,
노르웨이,수력,,122487,104148,110938,116280,121882,142289,121026,129837,106084,109291,136452,119729,134736,139981,126077,117152,121553,142810,128699,136185,138450,143417,143112,139714.208,126029.771,142470.96,144338.84,
노르웨이,풍력,,10,9,11,11,25,31,27,75,218,252,499,636,892,913,977,879,1283,1548,1881,2217,2515,2116,2854,3876.856,5524.508,9912.532,11769.184,
노르웨이,태양열,,,,,,,,,,,,,,,,,,,,,,,,,2.317,12.842,135.75,174.527,
노르웨이,기타,,116,125,118,113,135,84,162,124,84,117,146,131,175,170,75,126,58,30,254,313,334,308,324,334.379,328.25,289.119,382.988,
폴란드,전체,,139006,143173,142790,142789,142128,145184,145616,144126,151631,154159,156936,161742,159348,155305,151720,157657,163548,162139,164580,159059,164944,166635,170465.352,170039.461,163988.501,158042.741,179631.134,
폴란드,가연성 연료,,135154,139263,138972,138458,137842,141063,141382,140159,148214,150052,152719,158148,155636,151655,147634,152422,157477,154845,155467,148500,151478,151234,152295.152,154427.901,145268.767,137254.085,156278.534,
폴란드,수력,,3851,3910,3816,4327,4282,4116,4220,3906,3293,3691,3778,3020,2939,2747,2974,3488,2761,2465,2997,2734,2435,2622,3033.906,2387.408,2664.882,2936.988,3100.777,
폴란드,풍력,,1,0,2,4,4,5,14,61,124,142,135,256,522,837,1077,1664,3205,4747,6004,7676,10858,12588,14909.04,12798.792,15106.759,15800.049,16233.547,
폴란드,태양열,,,,,,,,,,,,,,,,,,,1,1,7,57,124,165.463,300.488,710.673,1957.916,3934.448,
폴란드,기타,,,,,,,,,,,274,304,318,251,66,35,83,105,81,111,142,116,67,61.791,124.872,237.42,93.703,83.828,
포르투갈,전체,,33265,34521,34208,38984,43287,43764,46509,46107,46852,45105,46575,49041,47253,45974,50207,54090,52463,46614,51672,52802,52420,60328,59431.721,59636.082,53154.17,53078.401,50979.561,
포르투갈,가연성 연료,,24752,19593,20943,25782,35452,31800,31772,37390,30209,34055,39610,34559,32542,32686,33277,27950,30693,29151,24110,23440,30005,29903,38344.133,32154.955,27687.094,25214.422,21893.605,
포르투갈,수력,,8454,14857,13175,13054,7631,11715,14375,8257,16054,10147,5118,11467,10449,7298,9009,16547,12115,6660,14868,16412,9799,16909,7631.524,13628.259,10242.515,13632.554,13454.629,
포르투갈,풍력,,16,21,38,89,123,168,256,362,496,816,1773,2925,4037,5757,7577,9182,9161,10259,12014,12111,11608,12474,12247.853,12616.584,13666.949,12298.663,13215.614,
포르투갈,태양열,,1,1,1,1,1,1,1,2,3,3,3,5,24,41,160,211,280,393,479,627,796,870,991.546,1005.897,1342.252,1715.59,2237.164,
포르투갈,기타,,42,49,51,58,80,80,105,96,90,84,71,85,201,192,184,200,214,151,201,212,212,172,216.665,230.387,215.36,217.172,178.549,
루마니아,전체,,59266,61350,57148,53496,50710,51934,53866,54735,55140,56499,59413,62697,61673,64956,58014,60979,62217,59045,58887,65676,66296,65103,64296.019,64876.464,59622.805,55934.902,59470.264,
루마니아,가연성 연료,,42573,44209,34239,29310,27222,31700,33497,33176,36975,34438,33651,38709,37995,36530,30446,28807,34135,32594,27021,26903,28604,26871,28671.533,27308.477,23786.513,20088.275,22162.036,
루마니아,수력,,16693,15755,17509,18879,18290,14778,14923,16046,13259,16513,20207,18356,15966,17195,15807,20243,14946,12337,15308,19280,17007,18536,14853.245,18097.306,16005.701,15701.386,17745.008,
루마니아,원자력,,,1386,5400,5307,5198,5456,5446,5513,4906,5548,5555,5632,7709,11226,11752,11623,11747,11466,11618,11676,11640,11286,11508.865,11377.435,11280.167,11466.404,11284.32,
루마니아,풍력,,,,,,,,,0,0,0,0,0,3,5,9,306,1388,2640,4520,6201,7063,6590,7406.702,6322.219,6772.809,6945.462,6575.55,
루마니아,태양열,,,,,,,,,,,,,,0,0,0,0,1,8,420,1616,1982,1820,1855.674,1771.027,1777.615,1733.375,1703.35,
러시아,전체,,860027,847183,834132,827158,846226,877766,891284,891285,916286,931865,953086,995794,1015333,1040379,991980,1038030,1054765,1070734,1059092,1064207,1067544,1090973,1094288.61,1115093.189,1121492.4,1089667.7,1159415.5,
러시아,가연성 연료,,584053,583784,568063,562342,562951,581616,578405,585304,607891,608965,628619,663608,675820,710113,651810,698709,713689,725399,703481,705598,701220,706663,702881.768,716118.571,713954.885,655849.6,714777,
러시아,수력,,176412,154345,157542,159466,161371,165375,175850,164190,157720,177783,174604,175282,178982,166711,176118,168397,167608,167319,182654,177141,169914,186640,187131.217,193027.306,196510.443,214388.4,216143,
러시아,원자력,,99532,109026,108498,105320,121874,130715,136935,141629,150342,144707,149446,156436,160039,163085,163584,170415,172941,177534,172508,180757,195470,196614,203143.077,204569.141,208984.183,215745,222530,
러시아,풍력,,,,0,0,2,2,3,6,9,7,7,5,7,5,4,4,5,5,5,96,148,148,140.088,231.883,330.793,1240.9,3311.3,
러시아,태양열,,,,,,,,,,,,,,,,,,,,,160,335,462,557.508,719.945,1279.42,2022.4,2224.5,
러시아,기타,,30,28,29,30,28,58,91,156,324,403,410,463,485,465,464,505,522,477,444,455,457,446,434.952,426.343,432.676,421.4,429.7,
슬로바키아,전체,,26774,25760,25347,26032,28407,31158,32046,32427,31178,30567,31455,31418,28056,28962,26155,27858,28656,28664,28832,27401,26903,27064,27738,26971,28434,28838,30016,
슬로바키아,가연성 연료,,10111,9978,9916,10071,10514,9689,9806,8971,9620,9308,8961,8784,8049,7972,7425,7572,8619,8231,7283,6719,7008,7015,7367,7542,7953,7897,8999,
슬로바키아,수력,,5226,4533,4358,4567,4776,4975,5117,5483,3672,4207,4741,4566,4615,4241,4604,5649,4146,4439,5166,4462,4137,4606,4623,3879,4571,4799,4552,
슬로바키아,원자력,,11437,11249,11073,11394,13117,16494,17103,17953,17864,17026,17727,18012,15334,16703,14081,14574,15411,15495,15720,15499,15146,14774,15081,14843,15282,15444,15730,
슬로바키아,풍력,,,,,,,,,,2,6,6,6,8,7,6,6,5,6,6,6,6,6,6,6,6,4,5,
슬로바키아,태양열,,,,,,,,,,,,,,,,,17,397,424,588,597,506,533,506,585,589,663,671,
슬로바키아,기타,,,,,,,,20,20,20,20,20,50,50,39,39,40,78,69,69,118,100,130,155,116,33,31,59,
슬로베니아,전체,,12913,13057,13176,13728,13262,13624,14466,14598,13820,15271,15117,15115,15043,16399,16403,16440,16059,15737,16103,17437,15100,16500,16326.225,16326.935,16099.564,17190.698,15876.922,
슬로베니아,가연성 연료,,4882,4737,5065,5237,4825,5029,5413,5758,5656,5718,5772,5976,6082,6107,5945,6067,6073,5958,5661,4440,5081,5730,5610.451,5396.521,5286.579,5238.742,4715.198,
슬로베니아,수력,,3252,3673,3092,3449,3741,3834,3796,3312,2957,4094,3461,3591,3266,4018,4715,4703,3706,4087,4923,6366,4091,4782,4140.919,4892.993,4682.539,5224.743,4997.067,
슬로베니아,원자력,,4779,4647,5019,5042,4696,4761,5257,5528,5207,5459,5884,5548,5695,6273,5739,5657,6215,5528,5300,6370,5648,5715,6285.272,5776.439,5821.257,6352.766,5705.951,
슬로베니아,풍력,,,,,,,,,,,,,,,0,0,0,0,1,4,4,6,6,5.716,6.021,6.15,6.251,5.593,
슬로베니아,태양열,,,,,,,,,,,,,,0,1,4,13,65,163,215,257,274,267,283.867,254.961,303.039,368.196,453.113,
스페인,전체,,167090,174459,190402,195216,208247,224468,236036,244951,260706,279975,294084,299460,305059,313758,294620,301527,293847,297559,285631,278750,280911,274772,275726,274452,273257,263373,274312,
스페인,가연성 연료,,86776,76873,98341,99043,121189,125714,121688,146305,142839,163243,187302,185752,191027,192810,168175,142410,150730,150312,119111,112789,128947,113618,133002,118149,117125,93778,95443,
스페인,수력,,24569,40874,36002,35806,25437,31807,43864,26270,43897,34439,23025,29831,30522,26144,29162,45511,32911,24162,41052,42970,31368,39865,21070,36803,26874,33998,32847,
스페인,원자력,,55455,56330,55298,58993,58852,62206,63708,63016,61875,63606,57539,60126,55103,58973,52761,61990,57718,61470,56726,57305,57196,58633,58039,55766,58349,58299,56564,
스페인,풍력,,270,364,742,1352,2744,4727,6759,9342,12075,15700,21176,23297,27568,32946,38117,44271,42918,49472,55646,52013,49325,48905,49127,50896,55647,56444,62061,
스페인,태양열,,20,18,19,22,25,14,17,18,20,24,48,125,515,2578,6064,7186,9399,11968,13096,13673,13859,13643,14397,12744,15103,20667,27098,
스페인,기타,,,,,,,,,,,2963,4994,329,324,307,341,159,171,175,,,216,108,91,94,159,187,299,
스웨덴,전체,,148351,140662,149249,158831,154860,145266,161617,146735,135437,151738,158435,143416,148922,150038,136735,148548,150405,166561,153166,153663,162112,156010,164250,163400,168439,163833,171798,
스웨덴,가연성 연료,,10156,14468,10018,9890,9600,8873,9942,11619,13743,13212,12247,13597,14262,14936,16087,20723,17256,16283,15336,13632,13906,15150,15547,15571,16390,13618,16137,
스웨덴,수력,,68160,51775,69099,75040,71713,78619,79082,66395,53598,60178,72874,61856,66262,69211,65977,66501,66556,79058,61496,63872,75439,62137,65168,62250,65393,72440,73926,
스웨덴,원자력,,69935,74274,69928,73583,73188,57316,72109,68111,67415,77486,72377,66977,66969,63889,52173,57828,60475,64037,66457,64877,56348,63101,65696,68549,66130,49198,52965,
스웨덴,풍력,,99,144,203,317,358,457,482,608,679,860,935,984,1426,1998,2491,3487,6107,7164,9842,11235,16322,15479,17609,16623,19847,27526,27244,
스웨덴,태양열,,1,1,1,1,1,1,2,2,2,2,2,2,3,4,7,9,11,19,35,47,97,143,230,407,679,1051,1526,
스위스,전체,,63033,57501,63091,63470,69691,67520,72423,67175,67446,65585,59649,64060,67926,68935,68457,67816,64631,69837,70211,71743,67681,63163,63094.863,69110.111,73478.011,71653.842,66042.35,
스위스,가연성 연료,,2178,2356,2531,2992,2826,2830,2922,2997,3071,3135,3193,3319,3219,3244,3187,3521,3550,3703,3663,3542,3482,3886,3869.94,3728.301,3775.26,3863.023,3795.931,
스위스,수력,,35954,29995,35142,34637,41022,38230,42673,36924,36865,35468,33086,32883,36737,37935,37507,37825,34133,40305,39968,39701,39881,36689,37032.66,37802.28,40961.56,41022.16,39895,
스위스,원자력,,24895,25142,25409,25830,25830,26446,26811,27234,27487,26958,23341,27819,27925,27700,27686,26339,26710,25441,25990,27557,23089,21146,20376.455,25512.63,26417.6,24024.55,19363.85,
스위스,풍력,,,1,2,3,3,3,4,5,5,6,8,15,16,19,23,37,70,88,90,101,110,109,132.6,121.8,145.92,145.45,145.566,
스위스,태양열,,6,7,7,8,10,11,13,15,18,18,21,24,29,37,54,94,168,300,500,842,1119,1333,1683.208,1945.1,2177.671,2598.659,2842.003,
우크라이나,전체,,194318,181986,178002,172822,172120,171445,172972,173734,180360,182165,186055,193381,196251,192586,173645,188857,194947,198878,194377,182815,163682,164573,156037,159832.9,154141,148407.9,158083.3,
우크라이나,가연성 연료,,113345,93576,88537,81662,88300,82648,84596,85933,89533,83222,84756,90087,93405,91188,78742,86495,93634,97126,95487,83549,67523,72795,58173,61104,58201.1,55257.8,52003.5,
우크라이나,수력,,10150,8833,10032,15918,11752,11450,12191,9789,9390,11888,12505,13034,10259,11512,11936,13158,10946,10994,14472,9318,6971,9304,10520,12007,7855.1,7563.8,10332.6,
우크라이나,원자력,,70823,79577,79433,75239,72065,77341,76169,77990,81406,87022,88756,90225,92542,89841,82924,89152,90248,90137,83209,88389,87627,80950,85576,84398,83002.7,76202.7,86206.4,
우크라이나,풍력,,,,,3,3,6,16,22,31,33,38,35,45,45,43,51,89,288,639,1130,1084,954,984,1188,2020.2,3270.6,2832.6,
우크라이나,태양열,,,,,,,,,,,,,,,,,1,30,333,570,429,477,491,739,1098.9,2932.8,5969.4,6564.6,
우크라이나,기타,,,,,,,,,,,,,,,,,,,,,,,79,45,37,129.1,143.6,143.6,
영국,전체,,334041,350869,350666,362703,368152,377069,384790,387247,398198,393927,398356,397283,396830,388628,376583,382790,367953,364057,358272,337760,338090,337244,337429.351,331997.488,323198.713,310748.491,307316.606,
영국,가연성 연료,,238296,250761,246198,255598,263930,283278,287251,290701,302263,304497,305974,309150,319578,319499,288967,303581,274168,264171,249649,229227,210898,209635,197236.444,189629.331,183058.522,163537.417,177217.073,
영국,수력,,6390,4949,5655,6742,8238,7780,6478,7439,5961,7492,7852,8446,8936,9230,8913,6741,8597,8276,7605,8771,9037,8329,8753.897,7941.717,7689.309,8403.837,7390.091,
영국,원자력,,88964,94671,98146,99486,95133,85063,90094,87848,88686,79999,81618,75451,63028,52486,69098,62140,68980,70405,70607,63748,70345,71726,70336.426,65063.849,56183.934,50278.351,45903.952,
영국,풍력,,391,488,667,877,850,947,965,1256,1285,1935,2904,4225,5274,7396,9584,10286,15963,19847,28397,31959,40275,37159,49641.122,56684.902,63834.897,75614.876,64662.064,
영국,태양열,,,,,,1,1,2,3,3,4,8,11,14,17,20,40,244,1354,2010,4054,7533,10395,11457.268,12668.391,12418.06,12902.732,12137.955,
영국,기타,,,,,,,,,,,,,,,,1,2,1,4,4,1,2,,4.194,9.298,13.991,11.278,5.471,
몬테네그로,전체,,,,,,,,,,,,2864,2952,2144,2828,2841,4168,2656,2844,3945,3173,3003,3141,2483,3679.3,3423.2,3385.6,3776.8,3328.6
몬테네그로,가연성 연료,,,,,,,,,,,,998,1202,860,1289,768,1413,1452,1367,1441,1421,1512,1298,1348,1444,1506.4,1615.4,1444.1,1566.4
몬테네그로,수력,,,,,,,,,,,,1866,1750,1284,1539,2073,2755,1204,1477,2504,1752,1491,1843,1040,2092,1621.1,1447.8,2010.1,1434.7
몬테네그로,풍력,,,,,,,,,,,,,,,,,,,,,,,,95,141,293.4,320.1,320.1,324.7
몬테네그로,태양열,,,,,,,,,,,,,,,,,,,,,,,,,2.3,2.3,2.3,2.5,2.8
세르비아,전체,,,,,,,,,,,,36474,36481,36550,37376,38322,38103,38600,36799,39877,34060,38298.001,39342.001,37045.359,37425.745,37600.025,37956.473,38235.523,
세르비아,가연성 연료,,,,,,,,,,,,24442,25516,26513,27267,27178,25532,29357,26885,29024,22437,27504.001,27784.001,27231.793,25869.124,26490.028,27218.937,25153.239,
세르비아,수력,,,,,,,,,,,,12032,10965,10037,10109,11144,12571,9243,9914,10853,11617,10783,11520,9751.97,11393.163,10198.239,9748.645,11984.227,
세르비아,풍력,,,,,,,,,,,,,,,,,,,,,,,26,48.457,150.418,898.212,975.63,1084.541,
세르비아,태양열,,,,,,,,,,,,,,,,,,,,,6,11,12,13.139,13.04,13.546,13.261,13.516,
알제리,전체,,19714,20654,21489,23615,24654,25412,26624,27647,29571,31250,32875,35226,37196,40236,38501,45734,51224,57397,59890,64379.333,68902.514,71091.5,76018.1,76661.7,81531.1,79154,85391,
알제리,가연성 연료,,19521,20524,21414,23515,24554,25358,26555,27590,29306,30999,32320,35008,36970,39953,38195,45560,50722,56775,59560,63988,68576,70661,75383,75880,80691,78432,84729,
알제리,수력,,193,130,75,100,100,54,69,57,265,251,555,218,226,283,306,174,502,622,330,192.6,145.32,72,56,117,152,49.6,9,
알제리,풍력,,,,,,,,,,,,,,,,,,,,,1,19.24,19.4,19.4,10,10,8,11,
알제리,태양열,,,,,,,,,,,,,,,,,,,,,197.733,161.954,339.1,559.7,654.7,678.1,664.4,642,
앙골라,전체,,960,1028,1146,1318,1335,1445,1638,1765,1995,2240,2633,3307,3221,4163,4743,5459,5662,6218,8231,9497,9783,10379,11187.375,13512.654,14247.059,14487.564,14740.652,15404.928
앙골라,가연성 연료,,60,103,271,258,441,533,621,622,754,490,413,641,720,1022,1641,1746,1644,2432,3449,4439,4572,4546,3516.375,3122.995,3383.079,1966.844,3498.472,3051.298
앙골라,수력,,900,925,875,1060,894,912,1017,1143,1241,1750,2219,2665,2497,3134,3094,3703,4007,3772,4767,5041,5193,5815,7653,10371.659,10826.28,12478.22,11203.18,12318.18
앙골라,태양열,,,,,,,,,,,,1,1,4,7,8,10,11,14,15,17,18,18,18,18,37.7,42.5,39,35.45
베냉,전체,,35,48,50,79,72,84,66,63,80,81,107,154,220,229,128,115,101,48,130,348,330.34,276,331.12,202.116,528.617,989.04,1126.915,
베냉,가연성 연료,,35,48,50,77,70,82,64,61,78,80,106,154,220,229,128,115,101,48,130,348,324,266,324.565,196.653,521.024,981.532,1110.144,
베냉,수력,,0,0,0,2,2,2,2,2,2,1,1,,,,,,,,,,1,5,1.215,0.072,0.072,0.072,,
베냉,태양열,,,,,,,,,,,,,,,,,,,,,,5.34,5,5.34,5.391,7.521,7.436,16.771,
보츠와나,전체,,1041,757,767,1128,1129,1140,1129,1146,1042,974,1052,983,828,697,620.7,532.1,478,351.3,925.3,2315.3,2967,2688,3022,3104.841,2508.096,2182.27,2486.27,
보츠와나,가연성 연료,,1041,757,767,1128,1129,1140,1129,1146,1042,974,1052,983,828,697,620.7,532.1,478,350,924,2314,2965.7,2686,3020,3099.841,2503.563,2176,2480,
보츠와나,태양열,,,,,,,,,,,,,,,,,,,1.3,1.3,1.3,1.3,2,2,5,4.533,6.27,6.27,
카메룬,전체,,2844,2963,3128,3168,3376,3480,3541,3300,3684,4110,4004,5106,5243,5681,5784,5900,5924,5488,6385,6927,7985,7535,8088.175,8589.594,8483.361,8650.329,7939.742,
카메룬,가연성 연료,,91,95,36,52,42,38,67,118,156,190,232,1214,1396,1449,1767,1639,1524,1228,2007,2546,3616,2771,2982.345,3547.094,3234.416,3659.929,2987.438,
카메룬,수력,,2753,2868,3092,3116,3334,3442,3474,3182,3528,3920,3772,3892,3847,4232,4016,4260,4397,4256,4373,4373,4359,4752,5089.9,5023,5229.445,4945.4,4906.671,
카메룬,태양열,,,,,,,,,,,,,,,,1,1,3,4,5,8,10,12,15.93,19.5,19.5,45,45.633,
콩고,전체,,328,357,459,344,111,299,340,396,399,465,433,453,407,461,539,784,1293,1700,1698,1826,2770,2953,2964.655,3096.039,3655.103,3832.88,4020.727,
콩고,가연성 연료,,3,3,3,2,16,1,1,0,57,67,78,81,72,86,209,355,502,713,738,788,1671,1825,1761.079,2000.691,2807.213,2931.43,3030.727,
콩고,수력,,325,354,456,342,95,298,339,396,342,398,355,372,335,375,330,429,791,987,960,1038,1098,1127,1203,1094.348,846.89,900.45,989,
콩고,태양열,,,,,,,,,,,,,,,,,,,,,,1,1,0.576,1,1,1,1,
콩고민주공화국,전체,,6180,6112,5047,4732,5308,5983,5964,6100,6148,7065,7374,7543,7882,7549,7854,7905,7899,7745,8393,8994,9168,8889.343,9450.453,10555.667,11491.353,12460.201,13134.771,13199.553
콩고민주공화국,가연성 연료,,21,21,23,23,26,4,7,8,8,8,7,46,87,97,86,86,88,159,164,174,252,9.64,6.32,39.194,8.49,7.007,2.692,5.552
콩고민주공화국,수력,,6159,6091,5024,4709,5282,5979,5957,6092,6140,7057,7367,7497,7795,7452,7768,7819,7811,7586,8229,8820,8916,8879.45,9443.88,10516.22,11482.61,12452.941,13131.045,13191.911
콩고민주공화국,태양열,,,,,,,,,,,,,,,,,,,,,,,0.253,0.253,0.253,0.253,0.253,1.034,2.09
코트디부아르,전체,,2955,3225,3983,4050,4830,4813,4903,5309,5092.8,5510,5675.8,5644,5631,5800,5871,5965,6099,7016,7650,8286,8711,10252.807,10121.1,10058,10696.859,11274.389,11578.5,
코트디부아르,가연성 연료,,1228,1450,2115,2673,3076,3049,3103,3579,3260.8,3762,4242.8,4134,3834,3902,3740,4347,4325,5227,6044,6373,7359,8723.735,8073.9,7096,7197.457,7887.289,8934.9,
코트디부아르,수력,,1727,1775,1868,1377,1754,1764,1800,1730,1832,1748,1433,1510,1797,1898,2131,1618,1774,1789,1606,1913,1352,1529.072,2047.2,2962,3481,3376,2626,
