,국가별,연도,value
3710,상투메프린시페,2012,0.2
3711,세네갈,2012,15.4
3712,세이셸,2012,1.2
3713,시에라리온,2012,4.2
3714,소말리아,2012,6.1
3715,남아프리카공화국,2012,329.2
3716,남수단,2012,11.5
3717,수단,2012,47.6
3718,에스와티니,2012,3.8
3719,탄자니아,2012,39.2
3720,토고,2012,4.9
3721,튀니지,2012,42.9
3722,우간다,2012,28.3
3723,잠비아,2012,18.8
3724,짐바브웨,2012,18.7
3725,미국령사모아,2012,0.7
3726,오스트레일리아,2012,1256.3
3727,피지,2012,4.1
3728,프랑스령폴리네시아,2012,5.2
3729,괌,2012,5.6
3730,키리바시,2012,0.2
3731,마셜제도,2012,0.2
3732,미크로네시아,2012,0.3
3733,나우루,2012,0.1
3734,뉴칼레도니아,2012,-
3735,뉴질랜드,2012,161
3736,북마리아나제도,2012,0.8
3737,팔라우,2012,0.3
3738,파푸아뉴기니,2012,17.3
3739,사모아,2012,0.8
3740,솔로몬제도,2012,1.2
3741,통가,2012,0.4
3742,투발루,2012,0
3743,바누아투,2012,0.7
3744,대한민국,2013,1434.6
3745,아프가니스탄,2013,18.4
3746,아르메니아,2013,9.9
3747,아제르바이잔,2013,51.1
3748,바레인,2013,29
3749,방글라데시,2013,172.7
3750,부탄,2013,1.9
3751,브루나이,2013,13.3
3752,캄보디아,2013,15.7
3753,중국,2013,9619.6
3754,키프로스,2013,19.6
3755,동티모르,2013,1.5
3756,조지아,2013,14.2
3757,홍콩,2013,294
3758,인도,2013,1813.5
3759,인도네시아,2013,781.7
3760,이란,2013,394.5
3761,이라크,2013,158.9
3762,이스라엘,2013,284.9
3763,일본,2013,4363.7
3764,요르단,2013,36.4
3765,카자흐스탄,2013,174.9
3766,쿠웨이트,2013,113.3
3767,키르기스스탄,2013,6.2
3768,라오스,2013,12.5
3769,레바논,2013,48.5
3770,마카오,2013,58.6
3771,말레이시아,2013,270.5
3772,몰디브,2013,3.7
3773,몽골,2013,10.5
3774,미얀마,2013,51.5
3775,네팔,2013,22.1
3776,오만,2013,74
3777,파키스탄,2013,276.4
3778,필리핀,2013,271
3779,카타르,2013,146.6
3780,사우디아라비아,2013,617.1
3781,싱가포르,2013,287.8
3782,스리랑카,2013,76.8
3783,시리아,2013,19.2
3784,타지키스탄,2013,7.3
3785,태국,2013,385.3
3786,튀르키예,2013,776.4
3787,투르크메니스탄,2013,30.5
3788,아랍에미리트,2013,332.9
3789,우즈베키스탄,2013,75.2
3790,베트남,2013,210.1
3791,예멘,2013,59.1
3792,버뮤다,2013,6.9
3793,캐나다,2013,1503.3
3794,그린란드,2013,2.4
3795,멕시코,2013,1152.5
3796,미국,2013,17334.1
3797,앤티가바부다,2013,1.4
3798,아르헨티나,2013,593.9
3799,아루바,2013,3
3800,바하마,2013,11.3
3801,바베이도스,2013,4.6
3802,벨리즈,2013,2
3803,볼리비아,2013,29.8
3804,브라질,2013,1859.1
3805,케이맨제도,2013,4.5
3806,칠레,2013,233.2
3807,콜롬비아,2013,272.8
3808,코스타리카,2013,52.6
3809,쿠바,2013,82.6
3810,도미니카연방,2013,0.5
3811,도미니카공화국,2013,62.2
3812,에콰도르,2013,93.2
3813,엘살바도르,2013,22.5
3814,그레나다,2013,0.9
3815,과테말라,2013,57.2
3816,가이아나,2013,4.2
3817,아이티,2013,14.2
3818,온두라스,2013,19.6
3819,자메이카,2013,14
3820,니카라과,2013,11.6
3821,파나마,2013,48.7
3822,파라과이,2013,33.4
3823,페루,2013,179.5
3824,푸에르토리코,2013,105.7
3825,세인트키츠네비스,2013,0.9
3826,세인트루시아,2013,1.8
3827,세인트빈센트그레나딘,2013,0.8
3828,수리남,2013,5.3
3829,트리니다드토바고,2013,26.2
3830,터크스케이커스제도,2013,0.8
3831,미국령버진아일랜드,2013,3.7
3832,우루과이,2013,55.7
3833,알바니아,2013,10.9
3834,안도라,2013,2.7
3835,오스트리아,2013,375.7
3836,벨라루스,2013,57.7
3837,벨기에,2013,446
3838,보스니아-헤르체고비나,2013,15.5
3839,불가리아,2013,48.7
3840,크로아티아,2013,49.9
3841,체코,2013,174.5
3842,덴마크,2013,291
3843,에스토니아,2013,21.8
3844,페로제도,2013,2.4
3845,핀란드,2013,234.1
3846,프랑스,2013,2389.5
3847,독일,2013,3236.7
3848,그리스,2013,195.1
3849,헝가리,2013,115.8
3850,아이슬란드,2013,16.5
3851,아일랜드,2013,215.8
3852,맨섬,2013,6.8
3853,이탈리아,2013,1822.5
3854,코소보,2013,5.8
3855,라트비아,2013,25.8
3856,리히텐슈타인,2013,-
3857,리투아니아,2013,39.2
3858,룩셈부르크,2013,57.2
3859,북마케도니아,2013,9.4
3860,몰타,2013,9.4
3861,몰도바,2013,7.5
3862,모나코,2013,5.6
3863,네덜란드,2013,740.3
3864,노르웨이,2013,373.4
3865,폴란드,2013,440.2
3866,포르투갈,2013,194.3
3867,루마니아,2013,165.6
3868,러시아,2013,1380.8
3869,산마리노,2013,1.4
3870,슬로바키아,2013,82.3
3871,슬로베니아,2013,41
3872,스페인,2013,1136.1
3873,스웨덴,2013,470.9
3874,스위스,2013,667.2
3875,우크라이나,2013,112.2
3876,영국,2013,2775.6
3877,몬테네그로,2013,3.9
3878,세르비아,2013,39.6
3879,알제리,2013,174.5
3880,앙골라,2013,85.5
3881,베냉,2013,10.5
3882,보츠와나,2013,13.5
3883,부르키나파소,2013,10.9
3884,부룬디,2013,3.1
3885,카메룬,2013,28.8
3886,카보베르데,2013,1.7
3887,중앙아프리카공화국,2013,1.6
3888,차드,2013,10
3889,코모로,2013,0.9
3890,콩고,2013,11.6
3891,콩고민주공화국,2013,32.4
3892,코트디부아르,2013,39.1
3893,지부티,2013,2.1
3894,이집트,2013,306.6
3895,적도기니,2013,14.4
3896,에리트레아,2013,-
3897,에티오피아,2013,53.1
3898,가봉,2013,13.3
3899,감비아,2013,1.3
3900,가나,2013,47
3901,기니,2013,8.2
3902,기니비사우,2013,1.1
3903,케냐,2013,63.6
3904,레소토,2013,2.2
3905,라이베리아,2013,3.2
3906,리비아,2013,63.8
3907,마다가스카르,2013,10.6
3908,말라위,2013,8.5
3909,말리,2013,11.5
3910,모리타니,2013,5.6
3911,모리셔스,2013,11.2
3912,모로코,2013,103
3913,모잠비크,2013,14
3914,나미비아,2013,10.2
3915,니제르,2013,8.7
3916,나이지리아,2013,451.8
3917,르완다,2013,7.4
3918,상투메프린시페,2013,0.2
3919,세네갈,2013,15.7
3920,세이셸,2013,1.3
3921,시에라리온,2013,5.1
3922,소말리아,2013,5.9
3923,남아프리카공화국,2013,337.4
3924,남수단,2013,13
3925,수단,2013,48.5
3926,에스와티니,2013,3.9
3927,탄자니아,2013,41.8
3928,토고,2013,5.2
3929,튀니지,2013,44
3930,우간다,2013,29.3
3931,잠비아,2013,19.7
3932,짐바브웨,2013,19.3
3933,미국령사모아,2013,0.6
3934,오스트레일리아,2013,1289
3935,피지,2013,4.2
3936,프랑스령폴리네시아,2013,5.2
3937,괌,2013,5.7
3938,키리바시,2013,0.2
3939,마셜제도,2013,0.2
3940,미크로네시아,2013,0.3
3941,나우루,2013,0.1
3942,뉴칼레도니아,2013,-
3943,뉴질랜드,2013,165.5
3944,북마리아나제도,2013,0.8
3945,팔라우,2013,0.2
3946,파푸아뉴기니,2013,18
3947,사모아,2013,0.8
3948,솔로몬제도,2013,1.3
3949,통가,2013,0.4
3950,투발루,2013,0
3951,바누아투,2013,0.7
3952,대한민국,2014,1555.7
3953,아프가니스탄,2014,18.9
3954,아르메니아,2014,10.2
3955,아제르바이잔,2014,52.5
3956,바레인,2014,30.3
3957,방글라데시,2014,183.1
3958,부탄,2014,2
3959,브루나이,2014,13
3960,캄보디아,2014,16.9
3961,중국,2014,10333.9
3962,키프로스,2014,19.3
3963,동티모르,2014,1.6
3964,조지아,2014,14.7
3965,홍콩,2014,302.2
3966,인도,2014,1947.8
3967,인도네시아,2014,820.8
3968,이란,2014,414.1
3969,이라크,2014,159.3
3970,이스라엘,2014,296.1
3971,일본,2014,4376.6
3972,요르단,2014,37.6
3973,카자흐스탄,2014,182.2
3974,쿠웨이트,2014,113.9
3975,키르기스스탄,2014,6.4
3976,라오스,2014,13.4
3977,레바논,2014,49.7
3978,마카오,2014,57.4
3979,말레이시아,2014,286.8
3980,몰디브,2014,4
3981,몽골,2014,11.3
3982,미얀마,2014,55.7
3983,네팔,2014,23.4
3984,오만,2014,75
3985,파키스탄,2014,287.8
3986,필리핀,2014,288.2
3987,카타르,2014,154.4
3988,사우디아라비아,2014,640.6
3989,싱가포르,2014,299.1
3990,스리랑카,2014,81.7
3991,시리아,2014,17.2
3992,타지키스탄,2014,7.8
3993,태국,2014,389.1
3994,튀르키예,2014,814.7
3995,투르크메니스탄,2014,33.6
3996,아랍에미리트,2014,346.7
3997,우즈베키스탄,2014,80.4
3998,베트남,2014,223.6
3999,예멘,2014,58.9
4000,버뮤다,2014,6.6
4001,캐나다,2014,1546.5
4002,그린란드,2014,2.6
4003,멕시코,2014,1181.4
4004,미국,2014,17771.5
4005,앤티가바부다,2014,1.4
4006,아르헨티나,2014,578.9
4007,아루바,2014,3
4008,바하마,2014,11.6
4009,바베이도스,2014,4.6
4010,벨리즈,2014,2.1
4011,볼리비아,2014,31.5
4012,브라질,2014,1868.5
4013,케이맨제도,2014,4.6
4014,칠레,2014,237.3
4015,콜롬비아,2014,285.1
4016,코스타리카,2014,54.5
4017,쿠바,2014,83.4
4018,도미니카연방,2014,0.6
4019,도미니카공화국,2014,66.6
4020,에콰도르,2014,97.1
4021,엘살바도르,2014,22.9
4022,그레나다,2014,0.9
4023,과테말라,2014,59.7
4024,가이아나,2014,4.3
4025,아이티,2014,14.6
4026,온두라스,2014,20.2
4027,자메이카,2014,14.1
4028,니카라과,2014,12.2
4029,파나마,2014,51.2
4030,파라과이,2014,35.2
4031,페루,2014,183.8
4032,푸에르토리코,2014,104.5
4033,세인트키츠네비스,2014,1
4034,세인트루시아,2014,1.8
4035,세인트빈센트그레나딘,2014,0.8
4036,수리남,2014,5.3
4037,트리니다드토바고,2014,27.2
4038,터크스케이커스제도,2014,0.8
4039,미국령버진아일랜드,2014,3.7
4040,우루과이,2014,57.5
4041,알바니아,2014,11.1
4042,안도라,2014,2.8
4043,오스트리아,2014,378.1
4044,벨라루스,2014,58.7
4045,벨기에,2014,453.1
4046,보스니아-헤르체고비나,2014,15.7
4047,불가리아,2014,49.1
4048,크로아티아,2014,49.7
4049,체코,2014,178.4
4050,덴마크,2014,295.7
4051,에스토니아,2014,22.5
4052,페로제도,2014,2.5
4053,핀란드,2014,233.3
4054,프랑스,2014,2412.3
4055,독일,2014,3308.2
4056,그리스,2014,196.1
4057,헝가리,2014,120.7
4058,아이슬란드,2014,16.8
4059,아일랜드,2014,234.9
4060,맨섬,2014,7.1
4061,이탈리아,2014,1822.5
4062,코소보,2014,5.9
4063,라트비아,2014,26.2
4064,리히텐슈타인,2014,-
4065,리투아니아,2014,40.6
4066,룩셈부르크,2014,58.7
4067,북마케도니아,2014,9.7
4068,몰타,2014,10.1
4069,몰도바,2014,7.8
4070,모나코,2014,6
4071,네덜란드,2014,750.9
4072,노르웨이,2014,381.1
4073,폴란드,2014,457.1
4074,포르투갈,2014,195.9
4075,루마니아,2014,172.4
4076,러시아,2014,1390.9
4077,산마리노,2014,1.4
4078,슬로바키아,2014,84.5
4079,슬로베니아,2014,42.2
4080,스페인,2014,1151.9
4081,스웨덴,2014,483.4
4082,스위스,2014,682.9
4083,우크라이나,2014,100.9
4084,영국,2014,2864.3
4085,몬테네그로,2014,3.9
4086,세르비아,2014,39
4087,알제리,2014,181.7
4088,앙골라,2014,89.7
4089,베냉,2014,11.2
4090,보츠와나,2014,14.2
4091,부르키나파소,2014,11.4
4092,부룬디,2014,3.2
4093,카메룬,2014,30.5
4094,카보베르데,2014,1.7
4095,중앙아프리카공화국,2014,1.6
4096,차드,2014,10.7
4097,코모로,2014,1
4098,콩고,2014,12.4
4099,콩고민주공화국,2014,35.5
4100,코트디부아르,2014,42.7
4101,지부티,2014,2.3
4102,이집트,2014,315.6
4103,적도기니,2014,14.5
4104,에리트레아,2014,-
4105,에티오피아,2014,58.5
4106,가봉,2014,13.8
4107,감비아,2014,1.3
4108,가나,2014,48.4
4109,기니,2014,8.5
4110,기니비사우,2014,1.1
4111,케냐,2014,66.8
4112,레소토,2014,2.3
4113,라이베리아,2014,3.2
4114,리비아,2014,49.1
4115,마다가스카르,2014,11
4116,말라위,2014,9
4117,말리,2014,12.3
4118,모리타니,2014,5.9
4119,모리셔스,2014,11.6
4120,모로코,2014,105.8
4121,모잠비크,2014,15.1
4122,나미비아,2014,10.9
4123,니제르,2014,9.3
4124,나이지리아,2014,480.3
4125,르완다,2014,7.8
4126,상투메프린시페,2014,0.3
4127,세네갈,2014,16.7
4128,세이셸,2014,1.3
4129,시에라리온,2014,5.3
4130,소말리아,2014,6.4
4131,남아프리카공화국,2014,342.2
4132,남수단,2014,13.4
4133,수단,2014,50.8
4134,에스와티니,2014,4
4135,탄자니아,2014,44.7
4136,토고,2014,5.5
4137,튀니지,2014,45.3
4138,우간다,2014,30.8
4139,잠비아,2014,20.6
4140,짐바브웨,2014,19.6
4141,미국령사모아,2014,0.7
4142,오스트레일리아,2014,1322.6
4143,피지,2014,4.5
4144,프랑스령폴리네시아,2014,5.2
4145,괌,2014,5.8
4146,키리바시,2014,0.2
4147,마셜제도,2014,0.2
4148,미크로네시아,2014,0.3
4149,나우루,2014,0.1
4150,뉴칼레도니아,2014,-
4151,뉴질랜드,2014,171.7
4152,북마리아나제도,2014,0.9
4153,팔라우,2014,0.3
4154,파푸아뉴기니,2014,20.4
4155,사모아,2014,0.8
4156,솔로몬제도,2014,1.3
4157,통가,2014,0.4
4158,투발루,2014,0
4159,바누아투,2014,0.7
4160,대한민국,2015,1538.5
4161,아프가니스탄,2015,19.1
4162,아르메니아,2015,10.6
4163,아제르바이잔,2015,53.1
4164,바레인,2015,31.1
4165,방글라데시,2015,195.1
4166,부탄,2015,2.2
4167,브루나이,2015,12.9
4168,캄보디아,2015,18
4169,중국,2015,11061.6
4170,키프로스,2015,19.9
4171,동티모르,2015,1.6
4172,조지아,2015,15.2
4173,홍콩,2015,309.4
4174,인도,2015,2103.6
4175,인도네시아,2015,860.9
4176,이란,2015,408.2
4177,이라크,2015,166.8
4178,이스라엘,2015,303.4
4179,일본,2015,4444.9
4180,요르단,2015,38.6
4181,카자흐스탄,2015,184.4
4182,쿠웨이트,2015,114.6
4183,키르기스스탄,2015,6.7
4184,라오스,2015,14.4
4185,레바논,2015,49.9
4186,마카오,2015,45
4187,말레이시아,2015,301.4
4188,몰디브,2015,4.1
4189,몽골,2015,11.6
4190,미얀마,2015,59.6
4191,네팔,2015,24.4
4192,오만,2015,78.7
4193,파키스탄,2015,300
4194,필리핀,2015,306.4
4195,카타르,2015,161.7
4196,사우디아라비아,2015,669.5
4197,싱가포르,2015,308
4198,스리랑카,2015,85.1
4199,시리아,2015,16.5
4200,타지키스탄,2015,8.3
4201,태국,2015,401.3
4202,튀르키예,2015,864.3
4203,투르크메니스탄,2015,35.8
4204,아랍에미리트,2015,370.3
4205,우즈베키스탄,2015,86.2
4206,베트남,2015,239.3
4207,예멘,2015,42.4
4208,버뮤다,2015,6.7
4209,캐나다,2015,1556.5
4210,그린란드,2015,2.5
4211,멕시코,2015,1213.3
4212,미국,2015,18295
4213,앤티가바부다,2015,1.4
4214,아르헨티나,2015,594.7
4215,아루바,2015,3
4216,바하마,2015,11.7
4217,바베이도스,2015,4.7
4218,벨리즈,2015,2.2
4219,볼리비아,2015,33
4220,브라질,2015,1802.2
4221,케이맨제도,2015,4.7
4222,칠레,2015,242.5
4223,콜롬비아,2015,293.5
4224,코스타리카,2015,56.4
4225,쿠바,2015,87.1
4226,도미니카연방,2015,0.5
4227,도미니카공화국,2015,71.2
4228,에콰도르,2015,97.2
4229,엘살바도르,2015,23.4
4230,그레나다,2015,1
4231,과테말라,2015,62.2
4232,가이아나,2015,4.3
4233,아이티,2015,14.8
4234,온두라스,2015,21
4235,자메이카,2015,14.2
4236,니카라과,2015,12.8
4237,파나마,2015,54.1
4238,파라과이,2015,36.2
4239,페루,2015,189.8
4240,푸에르토리코,2015,103.4
4241,세인트키츠네비스,2015,1
4242,세인트루시아,2015,1.8
4243,세인트빈센트그레나딘,2015,0.8
4244,수리남,2015,5.1
4245,트리니다드토바고,2015,27
4246,터크스케이커스제도,2015,0.9
4247,미국령버진아일랜드,2015,3.7
4248,우루과이,2015,57.7
4249,알바니아,2015,11.4
4250,안도라,2015,2.8
4251,오스트리아,2015,382
4252,벨라루스,2015,56.5
4253,벨기에,2015,462.3
4254,보스니아-헤르체고비나,2015,16.4
4255,불가리아,2015,50.8
4256,크로아티아,2015,51
4257,체코,2015,188
4258,덴마크,2015,302.7
4259,에스토니아,2015,22.9
4260,페로제도,2015,2.6
4261,핀란드,2015,234.5
4262,프랑스,2015,2439.2
4263,독일,2015,3357.6
4264,그리스,2015,195.7
4265,헝가리,2015,125.2
4266,아이슬란드,2015,17.5
4267,아일랜드,2015,292.4
4268,맨섬,2015,7.1
4269,이탈리아,2015,1836.6
4270,코소보,2015,6.3
4271,라트비아,2015,27.3
4272,리히텐슈타인,2015,6.3
4273,리투아니아,2015,41.4
4274,룩셈부르크,2015,60.1
4275,북마케도니아,2015,10.1
4276,몰타,2015,11.1
4277,몰도바,2015,7.8
4278,모나코,2015,6.3
4279,네덜란드,2015,765.6
4280,노르웨이,2015,388.2
4281,폴란드,2015,477.1
4282,포르투갈,2015,199.4
4283,루마니아,2015,177.9
4284,러시아,2015,1363.5
4285,산마리노,2015,1.4
4286,슬로바키아,2015,88.9
4287,슬로베니아,2015,43.1
4288,스페인,2015,1196.2
4289,스웨덴,2015,505.1
4290,스위스,2015,694.1
4291,우크라이나,2015,91
4292,영국,2015,2927.9
4293,몬테네그로,2015,4.1
4294,세르비아,2015,39.7
4295,알제리,2015,187.5
4296,앙골라,2015,90.5
4297,베냉,2015,11.4
4298,보츠와나,2015,13.5
4299,부르키나파소,2015,11.8
4300,부룬디,2015,3.1
4301,카메룬,2015,32.2
4302,카보베르데,2015,1.7
4303,중앙아프리카공화국,2015,1.7
4304,차드,2015,11
4305,코모로,2015,1
4306,콩고,2015,12.4
4307,콩고민주공화국,2015,37.9
4308,코트디부아르,2015,45.8
4309,지부티,2015,2.4
4310,이집트,2015,329.4
4311,적도기니,2015,13.2
4312,에리트레아,2015,-
4313,에티오피아,2015,64.6
4314,가봉,2015,14.4
4315,감비아,2015,1.4
4316,가나,2015,49.4
4317,기니,2015,8.8
4318,기니비사우,2015,1.2
4319,케냐,2015,70.1
4320,레소토,2015,2.4
4321,라이베리아,2015,3.2
4322,리비아,2015,48.7
4323,마다가스카르,2015,11.3
4324,말라위,2015,9.2
4325,말리,2015,13.1
4326,모리타니,2015,6.2
4327,모리셔스,2015,12
4328,모로코,2015,110.4
4329,모잠비크,2015,16.2
4330,나미비아,2015,11.3
4331,니제르,2015,9.7
4332,나이지리아,2015,493
4333,르완다,2015,8.5
4334,상투메프린시페,2015,0.3
4335,세네갈,2015,17.8
4336,세이셸,2015,1.4
4337,시에라리온,2015,4.3
4338,소말리아,2015,7
4339,남아프리카공화국,2015,346.7
4340,남수단,2015,12
4341,수단,2015,51.7
4342,에스와티니,2015,4.1
4343,탄자니아,2015,47.4
4344,토고,2015,5.8
4345,튀니지,2015,45.8
4346,우간다,2015,32.4
4347,잠비아,2015,21.3
4348,짐바브웨,2015,20
4349,미국령사모아,2015,0.7
4350,오스트레일리아,2015,1351.8
4351,피지,2015,4.7
4352,프랑스령폴리네시아,2015,5.3
4353,괌,2015,5.8
4354,키리바시,2015,0.2
4355,마셜제도,2015,0.2
4356,미크로네시아,2015,0.3
4357,나우루,2015,0.1
4358,뉴칼레도니아,2015,8.7
4359,뉴질랜드,2015,178.1
4360,북마리아나제도,2015,0.9
4361,팔라우,2015,0.3
4362,파푸아뉴기니,2015,21.7
4363,사모아,2015,0.8
4364,솔로몬제도,2015,1.3
4365,통가,2015,0.4
4366,투발루,2015,0
4367,바누아투,2015,0.7
4368,대한민국,2016,1579.5
4369,아프가니스탄,2016,19.6
4370,아르메니아,2016,10.6
4371,아제르바이잔,2016,51.4
4372,바레인,2016,32.2
4373,방글라데시,2016,209
4374,부탄,2016,2.3
4375,브루나이,2016,12.6
4376,캄보디아,2016,19.3
4377,중국,2016,11819.2
4378,키프로스,2016,21.2
4379,동티모르,2016,1.6
4380,조지아,2016,15.7
4381,홍콩,2016,316.1
4382,인도,2016,2277.3
4383,인도네시아,2016,904.2
4384,이란,2016,444.2
4385,이라크,2016,189.8
4386,이스라엘,2016,317.1
4387,일본,2016,4478.4
4388,요르단,2016,39.4
4389,카자흐스탄,2016,186.4
4390,쿠웨이트,2016,117.9
4391,키르기스스탄,2016,7
4392,라오스,2016,15.4
4393,레바논,2016,50.7
4394,마카오,2016,44.7
4395,말레이시아,2016,314.8
4396,몰디브,2016,4.4
4397,몽골,2016,11.8
4398,미얀마,2016,63.1
4399,네팔,2016,24.5
4400,오만,2016,82.7
4401,파키스탄,2016,319.7
4402,필리핀,2016,328.4
4403,카타르,2016,166.7
4404,사우디아라비아,2016,682.1
4405,싱가포르,2016,319.1
4406,스리랑카,2016,89.4
4407,시리아,2016,15.4
4408,타지키스탄,2016,8.8
4409,태국,2016,415.1
4410,튀르키예,2016,893
4411,투르크메니스탄,2016,38
4412,아랍에미리트,2016,390.9
4413,우즈베키스탄,2016,91.3
4414,베트남,2016,255.3
4415,예멘,2016,38.5
4416,버뮤다,2016,6.6
4417,캐나다,2016,1572.7
4418,그린란드,2016,2.6
4419,멕시코,2016,1234.8
4420,미국,2016,18627.9
4421,앤티가바부다,2016,1.5
4422,아르헨티나,2016,582.4
4423,아루바,2016,3
4424,바하마,2016,11.6
4425,바베이도스,2016,4.9
4426,벨리즈,2016,2.2
4427,볼리비아,2016,34.4
4428,브라질,2016,1743.2
4429,케이맨제도,2016,4.9
4430,칠레,2016,246.7
4431,콜롬비아,2016,299.6
4432,코스타리카,2016,58.8
4433,쿠바,2016,87.6
4434,도미니카연방,2016,0.6
4435,도미니카공화국,2016,75.9
4436,에콰도르,2016,96.5
4437,엘살바도르,2016,24
4438,그레나다,2016,1
4439,과테말라,2016,63.9
4440,가이아나,2016,4.4
4441,아이티,2016,15.1
4442,온두라스,2016,21.8
4443,자메이카,2016,14.4
4444,니카라과,2016,13.3
4445,파나마,2016,56.8
4446,파라과이,2016,37.8
4447,페루,2016,197.3
4448,푸에르토리코,2016,102.1
4449,세인트키츠네비스,2016,1
4450,세인트루시아,2016,1.9
4451,세인트빈센트그레나딘,2016,0.8
4452,수리남,2016,4.9
4453,트리니다드토바고,2016,25
4454,터크스케이커스제도,2016,1
4455,미국령버진아일랜드,2016,3.7
4456,우루과이,2016,58.7
4457,알바니아,2016,11.8
4458,안도라,2016,2.9
4459,오스트리아,2016,389.6
4460,벨라루스,2016,55
4461,벨기에,2016,468.2
4462,보스니아-헤르체고비나,2016,16.9
4463,불가리아,2016,52.3
4464,크로아티아,2016,52.9
4465,체코,2016,192.8
4466,덴마크,2016,312.5
4467,에스토니아,2016,23.6
4468,페로제도,2016,2.6
4469,핀란드,2016,241.1
4470,프랑스,2016,2465.9
4471,독일,2016,3432.5
4472,그리스,2016,194.7
4473,헝가리,2016,127.9
4474,아이슬란드,2016,18.6
4475,아일랜드,2016,297.5
4476,맨섬,2016,7.6
4477,이탈리아,2016,1860.4
4478,코소보,2016,6.6
4479,라트비아,2016,27.9
4480,리히텐슈타인,2016,-
4481,리투아니아,2016,42.5
4482,룩셈부르크,2016,63.1
4483,북마케도니아,2016,10.4
4484,몰타,2016,11.5
4485,몰도바,2016,8.2
4486,모나코,2016,6.4
4487,네덜란드,2016,782.4
4488,노르웨이,2016,392.7
4489,폴란드,2016,491.2
4490,포르투갈,2016,203.4
4491,루마니아,2016,183
4492,러시아,2016,1366.1
4493,산마리노,2016,1.5
4494,슬로바키아,2016,90.6
4495,슬로베니아,2016,44.5
4496,스페인,2016,1232.5
4497,스웨덴,2016,515.6
4498,스위스,2016,708.5
4499,우크라이나,2016,93.3
4500,영국,2016,2984.2
4501,몬테네그로,2016,4.2
4502,세르비아,2016,41
4503,알제리,2016,194.8
4504,앙골라,2016,88.2
4505,베냉,2016,11.8
4506,보츠와나,2016,14.5
4507,부르키나파소,2016,12.5
4508,부룬디,2016,3.1
4509,카메룬,2016,33.7
4510,카보베르데,2016,1.8
4511,중앙아프리카공화국,2016,1.8
4512,차드,2016,10.3
4513,코모로,2016,1
4514,콩고,2016,11.4
4515,콩고민주공화국,2016,38.8
4516,코트디부아르,2016,49.1
4517,지부티,2016,2.6
4518,이집트,2016,343.7
4519,적도기니,2016,12
4520,에리트레아,2016,-
4521,에티오피아,2016,70.7
4522,가봉,2016,14.7
4523,감비아,2016,1.4
4524,가나,2016,51.1
4525,기니,2016,9.7
4526,기니비사우,2016,1.2
4527,케냐,2016,73.1
4528,레소토,2016,2.4
4529,라이베리아,2016,3.2
4530,리비아,2016,48
4531,마다가스카르,2016,11.8
4532,말라위,2016,9.4
4533,말리,2016,13.9
4534,모리타니,2016,6.2
4535,모리셔스,2016,12.5
4536,모로코,2016,111
4537,모잠비크,2016,17
4538,나미비아,2016,11.3
4539,니제르,2016,10.2
4540,나이지리아,2016,485.1
4541,르완다,2016,9.1
4542,상투메프린시페,2016,0.3
4543,세네갈,2016,18.9
4544,세이셸,2016,1.6
4545,시에라리온,2016,4.5
4546,소말리아,2016,7.4
4547,남아프리카공화국,2016,349
4548,남수단,2016,-
4549,수단,2016,53.5
4550,에스와티니,2016,4.1
4551,탄자니아,2016,50.7
4552,토고,2016,6
4553,튀니지,2016,46.3
4554,우간다,2016,33.9
4555,잠비아,2016,22
4556,짐바브웨,2016,20.1
4557,미국령사모아,2016,0.7
4558,오스트레일리아,2016,1389.3
4559,피지,2016,4.8
4560,프랑스령폴리네시아,2016,5.5
4561,괌,2016,5.8
4562,키리바시,2016,0.2
4563,마셜제도,2016,0.2
4564,미크로네시아,2016,0.3
4565,나우루,2016,0.1
4566,뉴칼레도니아,2016,-
4567,뉴질랜드,2016,184.8
4568,북마리아나제도,2016,1.2
4569,팔라우,2016,0.3
4570,파푸아뉴기니,2016,22.9
4571,사모아,2016,0.9
4572,솔로몬제도,2016,1.4
4573,통가,2016,0.5
4574,투발루,2016,0
4575,바누아투,2016,0.8
4576,대한민국,2017,1710.4
4577,아프가니스탄,2017,20.1
4578,아르메니아,2017,11.4
4579,아제르바이잔,2017,51.5
4580,바레인,2017,33.4
4581,방글라데시,2017,222.8
4582,부탄,2017,2.4
4583,브루나이,2017,12.8
4584,캄보디아,2017,20.7
4585,중국,2017,12640.3
4586,키프로스,2017,22.4
4587,동티모르,2017,1.6
4588,조지아,2017,16.6
4589,홍콩,2017,328.1
4590,인도,2017,2432
4591,인도네시아,2017,950
4592,이란,2017,456.5
4593,이라크,2017,186.3
4594,이스라엘,2017,330.7
4595,일본,2017,4553.5
4596,요르단,2017,40.3
4597,카자흐스탄,2017,194.1
4598,쿠웨이트,2017,112.4
4599,키르기스스탄,2017,7.3
4600,라오스,2017,16.5
4601,레바논,2017,51.2
4602,마카오,2017,49.2
4603,말레이시아,2017,333.1
4604,몰디브,2017,4.7
4605,몽골,2017,12.5
4606,미얀마,2017,67
4607,네팔,2017,26.7
4608,오만,2017,82.9
4609,파키스탄,2017,333.9
4610,필리핀,2017,351.1
4611,카타르,2017,164.2
4612,사우디아라비아,2017,688.3
4613,싱가포르,2017,333.5
4614,스리랑카,2017,95.2
4615,시리아,2017,15.3
4616,타지키스탄,2017,9.5
